State_abb,State,Date,Lat,Lon,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
ME,Maine,5/22/2020,43.49941891,-67.76512376,1877,73,1145,659,139.6357122,37327,235,3.889184869,2776.86853,12.51997869
MI,Michigan,5/22/2020,43.50200821,-84.31642408,53510,5129,28234,20147,535.8042075,454740,0,9.585124276,4553.384513,0
MN,Minnesota,5/22/2020,45.20101058,-93.95300562,18200,818,12488,4894,322.7160921,173556,2380,4.494505495,3077.43484,13.07692308
MO,Missouri,5/22/2020,38.31751803,-92.23272099,11689,668,0,11021,190.4543727,162092,0,5.714774574,2641.041166,0
MS,Mississippi,5/22/2020,32.7916758,-89.59222971,12222,580,7681,3961,410.664923,125970,1932,4.745540828,4232.650986,15.80756014
MT,Montana,5/22/2020,46.72012955,-109.8300491,479,16,440,23,44.81753928,30524,65,3.340292276,2855.971961,13.56993737
NC,North Carolina,5/22/2020,35.58550831,-79.41116704,20512,728,11637,8147,195.5743299,290645,0,3.549141966,2771.192527,0
ND,North Dakota,5/22/2020,47.37902286,-100.2796649,2229,51,1340,838,292.4958862,61279,144,2.288021534,8041.209245,6.460296097
NE,Nebraska,5/22/2020,41.11807146,-98.34769384,11427,138,0,11289,590.7233634,75640,0,1.207666054,3910.240239,0
NH,New Hampshire,5/22/2020,42.70899125,-70.33397717,3935,199,1388,2348,289.3997327,52830,385,5.057179161,3885.384468,9.783989835
NJ,New Jersey,5/22/2020,39.45336282,-73.04163372,151586,10846,24236,116504,1706.628658,544274,0,7.155014315,6127.700488,0
NM,New Mexico,5/22/2020,34.54019139,-106.0212616,6472,294,1985,4193,308.6565476,147344,1139,4.542645241,7026.99171,17.59888752
NV,Nevada,5/22/2020,37.86296131,-113.7655968,7400,383,339,6678,240.2475719,94382,0,5.175675676,3064.19545,0
NY,New York,5/22/2020,42.21578381,-74.85121939,356458,28743,62826,264889,1832.35347,1555055,76608,8.063502573,7993.677867,21.49145201
OH,Ohio,5/22/2020,40.33910287,-82.8481382,30167,1837,0,28330,258.0780385,299078,5295,6.089435476,2558.605881,17.55229224
OK,Oklahoma,5/22/2020,35.43674413,-96.89775959,5680,304,4361,1015,143.5441402,149595,917,5.352112676,3780.543249,16.1443662
OR,Oregon,5/22/2020,44.56902041,-121.6431079,3817,145,1406,2266,90.49876747,105224,732,3.798794865,2494.797566,19.17736442
PA,Pennsylvania,5/22/2020,40.80076573,-77.5705728,69252,4869,0,64383,540.9471919,368906,0,7.030843875,2881.630347,0
RI,Rhode Island,5/22/2020,39.28655632,-67.38505529,13571,556,1047,11968,1281.055278,123367,1506,4.096971483,11645.41644,11.09719254
SC,South Carolina,5/22/2020,33.95085889,-80.97276798,9381,416,5451,3514,182.2008369,138238,1444,4.434495256,2684.903454,15.39281526
SD,South Dakota,5/22/2020,44.21049984,-99.08885116,4177,48,3145,984,472.1593292,31301,342,1.149150108,3538.199464,8.187694518
TN,Tennessee,5/22/2020,35.52194555,-85.27287797,18961,313,12191,6457,277.6470478,360583,1539,1.650756817,5280.038259,8.116660514
TX,Texas,5/22/2020,31.51025632,-98.252124,53053,1460,30341,21252,182.967367,770241,0,2.751965016,2656.380746,0
UT,Utah,5/22/2020,39.01014766,-109.6341111,7874,92,4596,3186,245.6052138,182874,647,1.168402337,5704.192008,8.216916434
VA,Virginia,5/22/2020,37.53729317,-78.35924335,34137,1100,4778,28259,399.9405309,218599,6269,3.222310103,2561.051062,18.36423822
VT,Vermont,5/22/2020,42.87171817,-70.66671244,950,54,827,69,152.2462736,25701,0,5.684210526,4118.822607,0
WA,Washington,5/22/2020,46.70352869,-119.3591342,19117,1044,0,18073,251.0475196,297942,3125,5.461107914,3912.622278,16.34670712
WI,Wisconsin,5/22/2020,44.11921289,-89.35496561,13885,487,8012,5386,238.4741502,177123,2218,3.507382067,3042.078279,15.97407274
WV,West Virginia,5/22/2020,38.85597718,-80.58995508,1593,70,983,540,88.88779771,83141,0,4.394224733,4639.184174,0
WY,Wyoming,5/22/2020,42.98141971,-107.2703275,801,12,534,255,138.3995756,18840,75,1.498127341,3255.240955,9.36329588
AK,Alaska,5/23/2020,59.47316558,-143.7430164,403,10,356,37,55.08888722,41446,0,2.481389578,5665.543473,0
AL,Alabama,5/23/2020,32.83959645,-86.60893133,13670,541,7951,5178,278.7983729,177768,1561,3.957571324,3625.561752,11.41916606
AR,Arkansas,5/23/2020,34.63985958,-91.74094536,5612,113,4029,1470,185.963038,103047,584,2.013542409,3414.635278,10.40627227
AZ,Arizona,5/23/2020,32.92311986,-109.0097148,15624,775,3949,10900,214.6532143,176003,1879,4.96031746,2418.049774,12.02636969
CA,California,5/23/2020,37.42948681,-120.2166639,90252,3666,0,86586,228.4153944,1466773,0,4.061959846,3712.200652,0
CO,Colorado,5/23/2020,38.64423049,-104.6355054,23487,1324,3580,18583,407.8499171,142225,4037,5.637160983,2469.725995,17.18823179
CT,Connecticut,5/23/2020,41.08680019,-71.7886799,39640,3637,7127,28876,1111.831951,202328,12538,9.175075681,5674.942859,31.629667
DC,District of Columbia,5/23/2020,38.89907582,-77.02426894,7893,418,1069,6406,1118.386282,42993,0,5.29583175,6091.825847,0
DE,Delaware,5/23/2020,38.62290881,-74.37552804,8529,322,4296,3911,875.8795766,48986,0,3.775354672,5030.582359,0
FL,Florida,5/23/2020,28.67133583,-82.17483308,49451,2190,0,47261,230.2430652,835496,9372,4.428626317,3890.056015,18.95209399
GA,Georgia,5/23/2020,32.72528337,-83.33925179,41482,1808,0,39674,390.6974414,427249,7313,4.358516947,4024.036718,17.6293332
HI,Hawaii,5/23/2020,19.9480403,-149.194191,645,17,579,46,45.34308186,47985,83,2.647975078,3389.077544,12.92834891
IA,Iowa,5/23/2020,41.96197926,-93.1826175,16492,424,9079,6989,522.7142345,120250,0,2.570943488,3811.325898,0
ID,Idaho,5/23/2020,44.17976114,-114.5212755,2595,79,1720,796,145.210163,39595,223,3.044315992,2215.644087,8.59344894
IL,Illinois,5/23/2020,39.79487369,-88.65905633,105444,4715,0,100729,832.1140269,697133,0,4.471567846,5501.442926,0
IN,Indiana,5/23/2020,39.83630193,-86.16071339,30409,1941,0,28468,451.6935649,208561,5285,6.382978723,3097.95329,17.37972311
KS,Kansas,5/23/2020,38.4593703,-97.57663526,8909,205,485,8219,305.8029447,76434,787,2.301043888,2623.610088,8.83376361
KY,Kentucky,5/23/2020,37.46646798,-84.8027482,8426,391,3008,5027,188.5992999,166240,2041,4.640398766,3720.95272,24.2226442
LA,Louisiana,5/23/2020,30.839563,-91.09947663,36925,2668,26249,8008,794.292025,311808,0,7.225457007,6707.287955,0
MA,Massachusetts,5/23/2020,40.98575192,-69.50445945,90889,6228,0,84661,1318.664642,511644,9162,6.852314361,7423.195899,10.08042777
MD,Maryland,5/23/2020,38.68546923,-76.02496138,44424,2207,3243,38974,734.8056794,227902,7634,4.968035296,3769.666936,17.18440483
ME,Maine,5/23/2020,43.49941891,-67.76512376,1948,75,1192,681,144.9176172,37398,240,3.850102669,2782.150435,12.32032854
MI,Michigan,5/23/2020,43.50200821,-84.31642408,53913,5158,28234,20521,539.8395111,471784,0,9.56726578,4724.048817,0
MN,Minnesota,5/23/2020,45.20101058,-93.95300562,19005,851,12696,5458,336.9900731,180971,2432,4.477769008,3208.91505,12.79663247
MO,Missouri,5/23/2020,38.31751803,-92.23272099,11836,677,0,11159,192.8495129,172946,0,5.719837783,2817.890491,0
MS,Mississippi,5/23/2020,32.7916758,-89.59222971,12625,595,7681,4349,424.2059117,137973,1966,4.712871287,4635.957407,15.57227723
MT,Montana,5/23/2020,46.72012955,-109.8300491,479,16,441,22,44.81753928,31857,65,3.340292276,2980.693839,13.56993737
NC,North Carolina,5/23/2020,35.58550831,-79.41116704,22110,775,11637,9698,210.8106686,303224,0,3.505201266,2891.128637,0
ND,North Dakota,5/23/2020,47.37902286,-100.2796649,2317,52,1405,860,304.043503,62830,147,2.244281398,8244.735993,6.344410876
NE,Nebraska,5/23/2020,41.11807146,-98.34769384,11662,147,0,11515,602.871783,78419,0,1.260504202,4053.901762,0
NH,New Hampshire,5/23/2020,42.70899125,-70.33397717,4014,204,1767,2043,295.2097909,55100,393,5.082212257,4052.331709,9.790732436
NJ,New Jersey,5/23/2020,39.45336282,-73.04163372,152579,10985,24491,117103,1717.808333,555314,0,7.199549086,6251.994159,0
NM,New Mexico,5/23/2020,34.54019139,-106.0212616,6625,302,2041,4282,315.9532799,152767,1139,4.558490566,7285.620334,17.19245283
NV,Nevada,5/23/2020,37.86296131,-113.7655968,7525,386,339,6800,244.3058079,99941,0,5.129568106,3244.673322,0
NY,New York,5/23/2020,42.21578381,-74.85121939,358154,28853,63292,266009,1841.071668,1600793,76843,8.056031763,8228.791634,21.45529577
OH,Ohio,5/23/2020,40.33910287,-82.8481382,30794,1872,0,28922,263.4420101,307800,5379,6.079106319,2633.222404,17.46768851
OK,Oklahoma,5/23/2020,35.43674413,-96.89775959,5849,307,4533,1009,147.8150838,153167,926,5.248760472,3870.814317,15.83176611
OR,Oregon,5/23/2020,44.56902041,-121.6431079,3864,147,1376,2341,91.61310912,107839,737,3.804347826,2556.797638,19.07349896
PA,Pennsylvania,5/23/2020,40.80076573,-77.5705728,70211,5010,37767,27434,548.4382153,379001,0,7.135634017,2960.485281,0
RI,Rhode Island,5/23/2020,39.28655632,-67.38505529,13736,579,1084,12073,1296.630705,127139,1537,4.215200932,12001.48014,11.18957484
SC,South Carolina,5/23/2020,33.95085889,-80.97276798,9638,419,5743,3476,187.1923746,150023,1534,4.347374974,2913.795561,15.91616518
SD,South Dakota,5/23/2020,44.21049984,-99.08885116,4356,50,3267,1039,492.3931142,32344,351,1.147842057,3656.097999,8.05785124
TN,Tennessee,5/23/2020,35.52194555,-85.27287797,19394,315,12566,6513,283.9874925,361016,1560,1.624213674,5286.378704,8.043724863
TX,Texas,5/23/2020,31.51025632,-98.252124,53539,1470,31223,20846,184.6434671,720928,0,2.745662041,2486.311763,0
UT,Utah,5/23/2020,39.01014766,-109.6341111,8057,93,4748,3216,251.313336,186834,1036,1.154275785,5827.712029,12.85838401
VA,Virginia,5/23/2020,37.53729317,-78.35924335,34950,1136,4963,28851,409.465435,225175,6422,3.250357654,2638.093829,18.37482117
VT,Vermont,5/23/2020,42.87171817,-70.66671244,952,54,834,64,152.566792,25733,0,5.672268908,4123.950903,0
WA,Washington,5/23/2020,46.70352869,-119.3591342,19265,1050,0,18215,252.9910795,302927,3156,5.450298469,3978.0861,16.38203997
WI,Wisconsin,5/23/2020,44.11921289,-89.35496561,14396,496,8362,5538,247.2505485,187099,2259,3.4454015,3213.415558,15.69185885
WV,West Virginia,5/23/2020,38.85597718,-80.58995508,1705,72,983,650,95.13728506,84829,0,4.2228739,4733.372876,0
WY,Wyoming,5/23/2020,42.98141971,-107.2703275,803,12,551,240,138.7451426,19424,76,1.494396015,3356.146513,9.464508095
AK,Alaska,5/24/2020,59.47316558,-143.7430164,407,10,358,39,55.63567518,42351,0,2.457002457,5789.25425,0
AL,Alabama,5/24/2020,32.83959645,-86.60893133,14117,549,7951,5617,287.9148961,182676,1589,3.888928243,3725.659954,11.25593256
AR,Arkansas,5/24/2020,34.63985958,-91.74094536,5775,115,4029,1631,191.3643166,103047,590,1.991341991,3414.635278,10.21645022
AZ,Arizona,5/24/2020,32.92311986,-109.0097148,16053,801,4033,11219,220.5471102,180439,1930,4.989721547,2478.994581,12.02267489
CA,California,5/24/2020,37.42948681,-120.2166639,92539,3738,0,88801,234.2034767,1515306,0,4.039377992,3835.030998,0
CO,Colorado,5/24/2020,38.64423049,-104.6355054,23964,1327,3612,19025,416.1329847,144952,4082,5.537472876,2517.080137,17.03388416
CT,Connecticut,5/24/2020,41.08680019,-71.7886799,40022,3675,7127,29220,1122.546376,208367,12538,9.182449653,5844.326137,31.32776973
DC,District of Columbia,5/24/2020,38.89907582,-77.02426894,7966,427,1075,6464,1128.729903,51991,0,5.360281195,7366.783375,0
DE,Delaware,5/24/2020,38.62290881,-74.37552804,8529,322,4454,3753,875.8795766,50534,0,3.775354672,5189.553116,0
FL,Florida,5/24/2020,28.67133583,-82.17483308,50127,2233,0,47894,233.3905104,856437,9567,4.4546851,3987.556976,19.08552277
GA,Georgia,5/24/2020,32.72528337,-83.33925179,42242,1822,0,40420,397.8554872,453537,7411,4.313242744,4271.629754,17.54415037
HI,Hawaii,5/24/2020,19.9480403,-149.194191,644,17,585,41,45.41370971,48821,84,2.643856921,3448.122429,13.06376361
IA,Iowa,5/24/2020,41.96197926,-93.1826175,16898,446,9254,7198,535.5824118,123941,0,2.639365605,3928.312209,0
ID,Idaho,5/24/2020,44.17976114,-114.5212755,2595,79,1735,781,145.210163,40609,225,3.044315992,2272.385168,8.670520231
IL,Illinois,5/24/2020,39.79487369,-88.65905633,107796,4790,0,103006,850.6748951,722247,0,4.443578611,5699.6307,0
IN,Indiana,5/24/2020,39.83630193,-86.16071339,30901,1964,0,28937,459.0017051,214933,5285,6.355781366,3192.602617,17.10300638
KS,Kansas,5/24/2020,38.4593703,-97.57663526,8946,205,485,8256,307.072976,76434,787,2.291526939,2623.610088,8.797227811
KY,Kentucky,5/24/2020,37.46646798,-84.8027482,8571,391,3069,5111,191.8448373,171459,2076,4.561894761,3837.769685,24.22121106
LA,Louisiana,5/24/2020,30.839563,-91.09947663,36925,2668,26249,8008,794.292025,314447,0,7.225457007,6764.055366,0
MA,Massachusetts,5/24/2020,40.98575192,-69.50445945,91662,6304,0,85358,1329.879726,520986,9260,6.877441033,7558.734468,10.10233248
MD,Maryland,5/24/2020,38.68546923,-76.02496138,45495,2243,3283,39969,752.5208082,232327,7825,4.930212111,3842.859695,17.19969227
ME,Maine,5/24/2020,43.49941891,-67.76512376,2013,77,1232,704,149.7531639,37463,243,3.825136612,2786.985981,12.07153502
MI,Michigan,5/24/2020,43.50200821,-84.31642408,54365,5223,33168,15974,544.3654595,450918,0,9.607284098,4515.114215,0
MN,Minnesota,5/24/2020,45.20101058,-93.95300562,19845,861,13485,5499,351.884662,189493,2534,4.338624339,3360.0242,12.76895944
MO,Missouri,5/24/2020,38.31751803,-92.23272099,11966,682,0,11284,194.967664,148304,0,5.699481865,2416.386799,0
MS,Mississippi,5/24/2020,32.7916758,-89.59222971,13005,616,7681,4708,436.9740897,134220,1996,4.736639754,4509.854849,15.3479431
MT,Montana,5/24/2020,46.72012955,-109.8300491,479,16,441,22,44.81753928,32652,65,3.340292276,3055.077855,13.56993737
NC,North Carolina,5/24/2020,35.58550831,-79.41116704,22864,778,11637,10449,217.9997796,329582,0,3.402729181,3142.442414,0
ND,North Dakota,5/24/2020,47.37902286,-100.2796649,2365,52,1451,862,310.3422031,64148,150,2.198731501,8417.6878,6.342494715
NE,Nebraska,5/24/2020,41.11807146,-98.34769384,11963,147,0,11816,618.4320991,79982,0,1.228788765,4134.701676,0
NH,New Hampshire,5/24/2020,42.70899125,-70.33397717,4089,208,2197,1684,300.7256689,59539,419,5.086818293,4378.798142,10.24700416
NJ,New Jersey,5/24/2020,39.45336282,-73.04163372,153140,11082,24762,117296,1724.124343,578735,0,7.236515607,6515.679129,0
NM,New Mexico,5/24/2020,34.54019139,-106.0212616,6625,302,2149,4174,315.9532799,158383,1139,4.558490566,7553.453334,17.19245283
NV,Nevada,5/24/2020,37.86296131,-113.7655968,7526,387,359,6780,244.3382738,107047,0,5.142173798,3475.375923,0
NY,New York,5/24/2020,42.21578381,-74.85121939,359926,29031,63292,267603,1850.18054,1652061,77034,8.065824642,8492.332072,21.40273278
OH,Ohio,5/24/2020,40.33910287,-82.8481382,31408,1956,0,29452,268.6947669,316494,5437,6.227712685,2707.599387,17.31087621
OK,Oklahoma,5/24/2020,35.43674413,-96.89775959,5960,311,4645,1004,150.6202598,160903,926,5.218120805,4066.317393,15.53691275
OR,Oregon,5/24/2020,44.56902041,-121.6431079,3888,147,1376,2365,92.18213464,110207,740,3.780864198,2612.94149,19.03292181
PA,Pennsylvania,5/24/2020,40.80076573,-77.5705728,71009,5112,39519,26378,554.6716217,388452,0,7.19908744,3034.309747,0
RI,Rhode Island,5/24/2020,39.28655632,-67.38505529,13952,597,1106,12249,1317.020355,130132,1557,4.278956422,12284.00895,11.15969037
SC,South Carolina,5/24/2020,33.95085889,-80.97276798,9895,425,5743,3727,192.1839123,158910,1534,4.295098535,3086.401769,15.50277918
SD,South Dakota,5/24/2020,44.21049984,-99.08885116,4464,50,3336,1078,504.6012079,33528,358,1.120071685,3789.934879,8.019713262
TN,Tennessee,5/24/2020,35.52194555,-85.27287797,19785,329,12745,6711,289.7129287,373758,1573,1.662875916,5472.960566,7.950467526
TX,Texas,5/24/2020,31.51025632,-98.252124,54776,1478,32277,21021,188.9095903,762706,0,2.698262013,2630.394296,0
UT,Utah,5/24/2020,39.01014766,-109.6341111,8260,97,4898,3265,257.6452967,190779,1053,1.17433414,5950.764171,12.74818402
VA,Virginia,5/24/2020,37.53729317,-78.35924335,35749,1159,5047,29543,418.8263186,232470,6431,3.242048729,2723.560219,17.98931439
VT,Vermont,5/24/2020,42.87171817,-70.66671244,954,54,837,63,152.8873105,27424,0,5.660377358,4394.94927,0
WA,Washington,5/24/2020,46.70352869,-119.3591342,19265,1050,0,18215,252.9910795,308358,3230,5.450298469,4049.406866,16.76615624
WI,Wisconsin,5/24/2020,44.11921289,-89.35496561,14877,507,8688,5682,255.5116984,194206,2292,3.40794515,3335.477912,15.40633192
WV,West Virginia,5/24/2020,38.85597718,-80.58995508,1705,72,1110,523,95.13728506,83744,0,4.2228739,4672.830968,0
WY,Wyoming,5/24/2020,42.98141971,-107.2703275,813,12,551,250,140.4729775,20034,77,1.47601476,3461.544443,9.471094711
AK,Alaska,5/25/2020,59.47316558,-143.7430164,407,10,358,39,55.63567518,43507,0,2.457002457,5947.275971,0
AL,Alabama,5/25/2020,32.83959645,-86.60893133,14478,551,7951,5976,295.2774574,185799,1612,3.805774278,3789.353247,11.13413455
AR,Arkansas,5/25/2020,34.63985958,-91.74094536,5922,116,4148,1658,196.2354083,108581,598,1.958797703,3598.013655,10.09793989
AZ,Arizona,5/25/2020,32.92311986,-109.0097148,16377,801,4132,11444,224.9984441,183641,1945,4.891005679,2522.98585,11.87641204
CA,California,5/25/2020,37.42948681,-120.2166639,94020,3754,0,90266,237.951684,1582745,0,3.992767496,4005.709828,0
CO,Colorado,5/25/2020,38.64423049,-104.6355054,24174,1332,3640,19202,419.7796183,150051,4105,5.510052122,2605.623873,16.98105402
CT,Connecticut,5/25/2020,41.08680019,-71.7886799,40468,3693,7127,29648,1135.055888,214136,12538,9.125728971,6006.136392,30.9825047
DC,District of Columbia,5/25/2020,38.89907582,-77.02426894,8110,432,1075,6603,1149.133757,51991,0,5.32675709,7366.783375,0
DE,Delaware,5/25/2020,38.62290881,-74.37552804,8809,326,4598,3885,904.633977,51870,0,3.700760586,5326.752683,0
FL,Florida,5/25/2020,28.67133583,-82.17483308,50867,2237,0,48630,236.8359385,871235,9638,4.397743134,4056.456227,18.9474512
GA,Georgia,5/25/2020,32.72528337,-83.33925179,42902,1827,0,41075,404.0716848,481954,7439,4.258542725,4539.274737,17.33951797
HI,Hawaii,5/25/2020,19.9480403,-149.194191,644,17,589,37,45.41370971,49572,84,2.643856921,3501.163947,13.06376361
IA,Iowa,5/25/2020,41.96197926,-93.1826175,17251,456,9318,7477,546.7707531,127756,0,2.643325025,4049.228702,0
ID,Idaho,5/25/2020,44.17976114,-114.5212755,2626,79,1755,792,146.9448509,41406,225,3.008377761,2316.983434,8.568164509
IL,Illinois,5/25/2020,39.79487369,-88.65905633,110304,4856,0,105448,870.4668413,747921,0,4.40237888,5902.237729,0
IN,Indiana,5/25/2020,39.83630193,-86.16071339,31376,1976,0,29400,466.0573282,220801,5285,6.297807241,3279.765557,16.84408465
KS,Kansas,5/25/2020,38.4593703,-97.57663526,9004,205,485,8314,309.0638359,76434,787,2.276765882,2623.610088,8.740559751
KY,Kentucky,5/25/2020,37.46646798,-84.8027482,8571,391,3102,5078,191.8448373,169856,2131,4.561894761,3801.889709,24.86290981
LA,Louisiana,5/25/2020,30.839563,-91.09947663,37169,2691,26249,8229,799.5406981,316036,0,7.239904221,6798.236274,0
MA,Massachusetts,5/25/2020,40.98575192,-69.50445945,92675,6372,0,86303,1344.576854,532373,9308,6.87564068,7723.942957,10.04370111
MD,Maryland,5/25/2020,38.68546923,-76.02496138,46313,2277,3319,40717,766.0511307,240362,7939,4.91654611,3975.764513,17.14205515
ME,Maine,5/25/2020,43.49941891,-67.76512376,2055,78,1263,714,152.8776711,37505,252,3.795620438,2790.110489,12.26277372
MI,Michigan,5/25/2020,43.50200821,-84.31642408,54679,5228,33168,16283,547.5095919,451232,0,9.561257521,4518.258347,0
MN,Minnesota,5/25/2020,45.20101058,-93.95300562,20573,878,14115,5580,364.7933057,197964,2588,4.267729548,3510.229036,12.57959461
MO,Missouri,5/25/2020,38.31751803,-92.23272099,12149,686,0,11463,197.949369,151619,0,5.646555272,2470.399653,0
MS,Mississippi,5/25/2020,32.7916758,-89.59222971,13260,625,7681,4954,445.5422091,137902,2023,4.713423831,4633.571773,15.25641026
MT,Montana,5/25/2020,46.72012955,-109.8300491,479,16,441,22,44.81753928,33381,65,3.340292276,3123.286595,13.56993737
NC,North Carolina,5/25/2020,35.58550831,-79.41116704,23365,784,11637,10944,222.7766292,336656,0,3.35544618,3209.890386,0
ND,North Dakota,5/25/2020,47.37902286,-100.2796649,2418,53,1496,869,317.2970178,65488,152,2.191894127,8593.526511,6.286186931
NE,Nebraska,5/25/2020,41.11807146,-98.34769384,12134,147,0,11987,627.2720129,83205,0,1.211471897,4301.315958,0
NH,New Hampshire,5/25/2020,42.70899125,-70.33397717,4149,209,2197,1743,305.1383713,59539,419,5.0373584,4378.798142,10.09881899
NJ,New Jersey,5/25/2020,39.45336282,-73.04163372,154154,11138,25040,117976,1735.540447,603807,0,7.22524229,6797.951856,0
NM,New Mexico,5/25/2020,34.54019139,-106.0212616,6943,317,2357,4269,331.1190374,169119,1139,4.565749676,8065.464566,16.40501224
NV,Nevada,5/25/2020,37.86296131,-113.7655968,7881,380,359,7142,255.863664,110281,0,4.821723132,3580.370605,0
NY,New York,5/25/2020,42.21578381,-74.85121939,361515,29141,64080,268294,1858.348711,1699826,77295,8.06079969,8737.865525,21.38085557
OH,Ohio,5/25/2020,40.33910287,-82.8481382,31911,1969,0,29942,272.9979211,324553,5476,6.170286108,2776.54396,17.16022688
OK,Oklahoma,5/25/2020,35.43674413,-96.89775959,6037,311,4688,1038,152.5661927,160980,938,5.151565347,4068.263326,15.53751864
OR,Oregon,5/25/2020,44.56902041,-121.6431079,3927,148,1376,2403,93.10680111,112195,742,3.768780239,2660.07577,18.89483066
PA,Pennsylvania,5/25/2020,40.80076573,-77.5705728,71563,5136,40627,25800,558.9990743,396095,0,7.176893087,3094.011407,0
RI,Rhode Island,5/25/2020,39.28655632,-67.38505529,14065,608,1119,12338,1327.687162,132701,1580,4.32278706,12526.51362,11.23355848
SC,South Carolina,5/25/2020,33.95085889,-80.97276798,10096,435,5743,3918,196.0877998,163947,1534,4.308637084,3184.232024,15.19413629
SD,South Dakota,5/25/2020,44.21049984,-99.08885116,4563,50,3371,1142,515.7919605,34905,364,1.095770327,3945.588074,7.977207977
TN,Tennessee,5/25/2020,35.52194555,-85.27287797,20111,336,12837,6938,294.486566,383576,1583,1.670727463,5616.726122,7.871314206
TX,Texas,5/25/2020,31.51025632,-98.252124,55861,1528,33385,20948,192.6515011,763766,0,2.735360985,2634.049988,0
UT,Utah,5/25/2020,39.01014766,-109.6341111,8392,97,5081,3214,261.7626307,194433,688,1.155862726,6064.739463,8.19828408
VA,Virginia,5/25/2020,37.53729317,-78.35924335,36244,1171,5102,29971,424.6256144,244085,6453,3.230879594,2859.638646,17.80432623
VT,Vermont,5/25/2020,42.87171817,-70.66671244,956,54,839,63,153.207829,28590,0,5.648535565,4581.811538,0
WA,Washington,5/25/2020,46.70352869,-119.3591342,19828,1061,0,18767,260.384486,316276,3256,5.351018761,4153.387316,16.42122251
WI,Wisconsin,5/25/2020,44.11921289,-89.35496561,15277,510,8999,5768,262.3816775,201483,2315,3.338351771,3460.460007,15.15349872
WV,West Virginia,5/25/2020,38.85597718,-80.58995508,1759,72,1121,566,98.15043074,85694,0,4.093234792,4781.639006,0
WY,Wyoming,5/25/2020,42.98141971,-107.2703275,838,12,556,270,144.7925648,20034,78,1.431980907,3461.544443,9.307875895
AK,Alaska,5/26/2020,59.47316558,-143.7430164,408,10,361,37,55.77237217,44472,0,2.450980392,6079.188567,0
AL,Alabama,5/26/2020,32.83959645,-86.60893133,14986,566,7951,6469,305.6380699,190315,1629,3.776858401,3881.456645,10.87014547
AR,Arkansas,5/26/2020,34.63985958,-91.74094536,6029,117,4249,1663,199.7810328,111622,605,1.940620335,3698.782293,10.03483165
AZ,Arizona,5/26/2020,32.92311986,-109.0097148,16575,807,4204,11564,227.7187037,187782,1961,4.868778281,2579.877745,11.83107089
CA,California,5/26/2020,37.42948681,-120.2166639,96400,3769,0,92631,243.9751365,1644102,0,3.909751037,4160.995953,0
CO,Colorado,5/26/2020,38.64423049,-104.6355054,24256,1333,3666,19257,421.2035419,150308,4119,5.495547493,2610.086658,16.98136544
CT,Connecticut,5/26/2020,41.08680019,-71.7886799,40873,3742,7127,30004,1146.415422,221726,12538,9.155188021,6219.02248,30.67550706
DC,District of Columbia,5/26/2020,38.89907582,-77.02426894,8225,440,1080,6705,1165.428502,40803,0,5.349544073,5781.517225,0
DE,Delaware,5/26/2020,38.62290881,-74.37552804,8965,332,4693,3940,920.6542858,53896,0,3.703290574,5534.81131,0
FL,Florida,5/26/2020,28.67133583,-82.17483308,51746,2252,0,49494,240.9285485,908235,9681,4.35202721,4228.727636,18.70869246
GA,Georgia,5/26/2020,32.72528337,-83.33925179,43400,1848,0,41552,408.7620885,513545,7475,4.258064516,4836.81398,17.2235023
HI,Hawaii,5/26/2020,19.9480403,-149.194191,644,17,591,35,45.41370971,50371,84,2.643856921,3557.595602,13.06376361
IA,Iowa,5/26/2020,41.96197926,-93.1826175,17557,456,9377,7724,556.4694286,132715,0,2.597254656,4206.404295,0
ID,Idaho,5/26/2020,44.17976114,-114.5212755,2626,79,1755,792,146.9448509,41406,225,3.008377761,2316.983434,8.568164509
IL,Illinois,5/26/2020,39.79487369,-88.65905633,112017,4885,0,107132,883.9850247,769564,0,4.360945214,6073.034018,0
IN,Indiana,5/26/2020,39.83630193,-86.16071339,31715,1984,0,29731,471.092815,226251,5285,6.255714961,3360.719549,16.6640391
KS,Kansas,5/26/2020,38.4593703,-97.57663526,9125,207,493,8425,313.2171815,81399,800,2.268493151,2794.03456,8.767123288
KY,Kentucky,5/26/2020,37.46646798,-84.8027482,8571,391,3102,5078,191.8448373,169856,2131,4.561894761,3801.889709,24.86290981
LA,Louisiana,5/26/2020,30.839563,-91.09947663,37809,2691,28700,6418,813.3077095,330898,0,7.117353011,7117.932092,0
MA,Massachusetts,5/26/2020,40.98575192,-69.50445945,93271,6416,0,86855,1353.22393,540561,9339,6.878879823,7842.738697,10.01275852
MD,Maryland,5/26/2020,38.68546923,-76.02496138,47152,2302,3329,41521,779.9288087,249577,8092,4.882083475,4128.1874,17.16152019
ME,Maine,5/26/2020,43.49941891,-67.76512376,2074,78,1290,706,154.2911386,37524,257,3.760848602,2791.523956,12.39151398
MI,Michigan,5/26/2020,43.50200821,-84.31642408,54881,5241,33168,16472,549.5322502,472860,0,9.549753102,4734.822978,0
MN,Minnesota,5/26/2020,45.20101058,-93.95300562,21315,890,14816,5609,377.9501925,204059,2676,4.175463289,3618.303464,12.55453906
